post_id,url,author,published_date,first_seen_at,last_checked_at,status,case_id,verification,media,reason
2096043707015274818,https://x.com/LLMJunky/status/2096043707015274818,LLMJunky,2026-09-05,2026-09-07,2026-09-07,accepted,rocket-league-threejs,x-post-read,prompt-text,Original author reply containing the complete public game prompt.
2096577524855963729,https://x.com/karankendre/status/2096577524855963729,karankendre,2026-09-06,2026-09-07,2026-09-07,accepted,ghost-of-tsushima-game,x-post-read,source-video-inspected,"Original game result, complete public prompt and two-hour runtime disclosure verified."
2096061253307490583,https://x.com/ManasJoshi76254/status/2096061253307490583,ManasJoshi76254,2026-09-05,2026-09-07,2026-09-07,accepted,little-acre-world-builder,x-post-read,source-video-inspected,"Original interactive world result, public instruction and usage disclosure verified."
2096069303523033434,https://x.com/IamRicardoML/status/2096069303523033434,IamRicardoML,2026-09-05,2026-09-07,2026-09-07,accepted,single-file-canyon-racer,x-post-read,source-video-inspected,"Original single-file driving-game result, public instruction and packaging caveat verified."
2097001438736166960,https://x.com/anshuc/status/2097001438736166960,anshuc,2026-09-08,2026-09-08,2026-09-08,accepted,dream-loop-isometric-demo,x-post-read,source-video-inspected,Original one-hour Dream Loop result and author-reported quota usage verified.
2097001450941587889,https://x.com/anshuc/status/2097001450941587889,anshuc,2026-09-08,2026-09-08,2026-09-08,accepted,dream-loop-isometric-demo,x-post-read,prompt-text,"Original author reply containing the complete public demo prompt, runtime and scope."
2097122818815299892,https://x.com/LearnOpenCV/status/2097122818815299892,LearnOpenCV,2026-09-08,2026-09-08,2026-09-08,accepted,microduck-segmentation-training,x-post-read,source-video-inspected,Original held-out model comparison and no-human-label training result verified.
2097123587920634003,https://x.com/LearnOpenCV/status/2097123587920634003,LearnOpenCV,2026-09-08,2026-09-08,2026-09-08,accepted,microduck-segmentation-training,x-post-read,prompt-text,Original author thread containing the public data-collection and training instruction.
2097123589984272733,https://x.com/LearnOpenCV/status/2097123589984272733,LearnOpenCV,2026-09-08,2026-09-08,2026-09-08,accepted,microduck-segmentation-training,x-post-read,prompt-text,Original author continuation specifying unattended cloud execution.
2097123592689594639,https://x.com/LearnOpenCV/status/2097123592689594639,LearnOpenCV,2026-09-08,2026-09-08,2026-09-08,accepted,microduck-segmentation-training,x-post-read,prompt-text,Original author follow-up defining the held-out videos and dual-mask comparison.
2097123382852829230,https://x.com/om_patel5/status/2097123382852829230,om_patel5,2026-09-08,2026-09-08,2026-09-08,accepted,godot-mech-rigging,x-post-read,source-video-inspected,"Original mech-rigging result, exact public prompt, workflow and author-stated flaws verified."
2097062926381101217,https://x.com/itsnicholash/status/2097062926381101217,itsnicholash,2026-09-08,2026-09-08,2026-09-08,accepted,threejs-agency-hero,x-post-read,source-video-inspected,Original Astra result using an explicitly unchanged public benchmark prompt.
2064809351211078019,https://x.com/itsnicholash/status/2064809351211078019,itsnicholash,2026-06-11,2026-09-08,2026-09-08,accepted,threejs-agency-hero,x-post-read,prompt-text,Original author post containing the full benchmark prompt reused unchanged for Astra.
2097004192627933279,https://x.com/zeuuss_01/status/2097004192627933279,zeuuss_01,2026-09-08,2026-09-08,2026-09-08,accepted,workbench-robo-cat,x-post-read,source-video-inspected,"Original one-shot game result, diegetic battery states and object-driven interactions verified in the author video."
2097004362530787837,https://x.com/zeuuss_01/status/2097004362530787837,zeuuss_01,2026-09-08,2026-09-08,2026-09-08,accepted,workbench-robo-cat,x-post-read,prompt-text,Original author reply containing the complete public ten-section game specification.
